"Anno di pubblicazione","ID prodotto","Handle","Titolo","rivista: denominazione","DOI","scopus: funding funders"
"2025","237989","11579/219523","Introduction: Conflict Inflation","","10.4324/9781003600732",""
"2025","237992","11579/219524","Introduction: The Supermultiplier and Endogenous Money","","10.4324/9781003632528",""
"2025","237996","11579/219525","Dissecting aneurysm in poor-grade subarachnoid hemorrhage","JOURNAL OF NEUROSURGERY","10.3171/2025.6.jns25834",""
"2025","237997","11579/219526","Non-Animal Hyaluronic Acid from Tremella fuciformis: A New Source with a Structure and Chemical Profile Comparable to Hyaluronic Acid","FOODS","10.3390/foods14081362","501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca;"
"2025","237998","11579/219528","Major Elective Surgery Impact on Performance Status in Older Adults: A Prospective Observational Study","HEALTH SCIENCE REPORTS","10.1002/hsr2.71438","501100021856 - Ministero dell'Università e della Ricerca; 501100005699 - Università degli Studi del Piemonte Orientale;"
"2025","237999","11579/219527","Pristine and cross-linked gelatin aerogels of pH-responsive hydration and swelling","APPLIED SURFACE SCIENCE ADVANCES","10.1016/j.apsadv.2025.100765","501100003825 - Magyar Tudományos Akadémia; 501100012550 - Nemzeti Kutatási, Fejlesztési és Innovaciós Alap; 501100011019 - Nemzeti Kutatási Fejlesztési és Innovációs Hivatal; 501100011019 - Nemzeti Kutatási Fejlesztési és Innovációs Hivatal; 501100015498 - Innovációs és Technológiai Minisztérium; 501100015498 - Innovációs és Technológiai Minisztérium;"
"2025","238001","11579/219530","Structural and Microstructural Characterization of Zirconium Phosphates Prepared by Mechanochemical Synthesis","JOURNAL OF PHYSICAL CHEMISTRY. C","10.1021/acs.jpcc.5c05049","501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca; 501100000780 - European Commission; 501100000780 - European Commission;"
"2025","238002","11579/219531","Circular Strategies for Polylactic Acid Waste: A Pathway to Advanced Thermosets","ACS SUSTAINABLE CHEMISTRY & ENGINEERING","10.1021/acssuschemeng.5c04557","501100010433 - Ministero dell'ambiente e della sicurezza energetica; 501100000780 - European Commission; 501100000780 - European Commission;"
"2025","238022","11579/219555","Cherishing Professional Success and Personal Fulfillment: Resilience as a Pivotal Leadership Competency for Clinical Pharmacologists and Beyond","THE JOURNAL OF CLINICAL PHARMACOLOGY","10.1002/jcph.70017",""
"2025","238024","11579/219557","Stress hyperglycemia indexes and early neurological deterioration in spontaneous intracerebral hemorrhage","NEUROLOGICAL SCIENCES","10.1007/s10072-025-08097-8","501100004769 - Università degli Studi di Pavia;"
"2025","238025","11579/219558","Adapting foundation models for rapid clinical response: intracerebral hemorrhage segmentation in emergency settings","SCIENTIFIC REPORTS","10.1038/s41598-025-13742-5","501100003196 - Ministero della Salute;"
"2025","238028","11579/219560","“Unlicensed Greek”: The “Dialect of Alexandria” in Ancient Greek Scholarship","","",""
"2025","238029","11579/219561","New Approaches to Phrynichus’ ›Praeparatio Sophistica‹","","",""
"2025","238030","11579/219562","Introduction (with an appendix on Photius’ Bibliotheca cod. 158)","","",""
"2025","238031","11579/219563","How did the epitomiser(s) work? The epitome of the Praeparatio sophistica and the indirect tradition in comparison","","",""
"2025","238033","11579/219564","Poetry and performance in the Greek West","","",""
"2025","238056","11579/219583","Aging e migrazioni: la “ragnatela” dei nuovi residenti dalle città alle Aree Interne (Aging and Migration: The “Web” of New Residents from Cities to Inner Areas)","BOLLETTINO DELLA SOCIETÀ GEOGRAFICA ITALIANA","10.36253/bsgi-7534",""
"2025","238057","11579/219584","Il patrimonio UNESCO nel tempo e nello spazio: territorio, soggetti, esperienze","","",""
"2025","238064","11579/219602","STRATEGIE DI VALORIZZAZIONE DEI SITI UNESCO: L’ESPERIENZA DEI SACRI MONTI DEL PIEMONTE","","",""
"2025","238124","11579/219622","VITAMIN D3 MICROPARTICLES: THE CRITICAL INTERDEPENDENCE BETWEEN FORMULATION  
AND PROCESS STUDY IN SPRAY DRYING","","",""
"2025","238144","11579/219642","Analysing the Complexity Mixture Structure of Daily Probability Densities of Bitcoin Returns.","","10.1007/978-3-031-92383-8_8",""
"2025","238145","11579/219643","Improving Finite Samples Performances in Nonparametric Functional Regression by Using Weighted Pseudo-Metrics.","","10.1007/978-3-031-92383-8_16",""
"2025","238164","11579/219662","Algilà: tecnologia e servizio al cliente per la strategia competitiva alberghiera","","",""
"2025","238204","11579/219682","Grand Hotel Terme & Spa: l’evoluzione del marketing nel turismo termale e del benessere","","",""
"2025","238245","11579/219702","The integration of gene mutations and copy number variations refines the prognosis of mantle cell lymphoma: long-term results of the Fondazione Italiana Linfomi MCL0208 clinical trial","LEUKEMIA","10.1038/s41375-025-02795-0",""
"2025","238284","11579/220062","Changes in emergency department visits by nursing home residents before, during and after the COVID-19 pandemic: Retrospective study","GERIATRIC NURSING","10.1016/j.gerinurse.2025.103707",""
"2025","238306","11579/219722","The Effect of Valvulopathy on Adverse In-Hospital Outcomes After Partial and Radical Nephrectomy","ANNALS OF SURGICAL ONCOLOGY","10.1245/s10434-025-17769-w",""
"2025","238309","11579/219723","Oncological outcomes after non-surgical management versus radical cystectomy in non-organ-confined non-urothelial bladder cancer","INTERNATIONAL UROLOGY AND NEPHROLOGY","10.1007/s11255-025-04566-3",""
"2025","238312","11579/219724","ASO Author Reflections: History of Valvulopathy: Effect on Adverse In-Hospital Outcomes After Partial and Radical Nephrectomy","ANNALS OF SURGICAL ONCOLOGY","10.1245/s10434-025-17878-6",""
"2025","238344","11579/219742","Sweet Expectation and Positive Thinking: The Use of Mandalas in Labor Induction. A Randomized Pilot Clinical Study","INTERNATIONAL JOURNAL OF WOMEN'S HEALTH","10.2147/ijwh.s542763",""
"2025","238365","11579/219762","On the Role of Electronic Correlation and State‐Specific Environment Polarization in Singlet–Triplet Gap Inversion","JOURNAL OF COMPUTATIONAL CHEMISTRY","10.1002/jcc.70267",""
"2025","238384","11579/219782","Effects of Ether Perfluoro Carboxyl Acids (PFECAs) on Innate Immunity in Earthworms (Eisenia fetida)","ENVIRONMENTS","10.3390/environments12110430",""
"2025","238391","11579/219783","Leaving Home for University or Commuting? The Impact of Relocation Scholarships on Academic Progression","","",""
"2025","238404","11579/219802","Role of Ions in Solvated Amino Acids Raman Spectra","JOURNAL OF PHYSICAL CHEMISTRY. B, CONDENSED MATTER, MATERIALS, SURFACES, INTERFACES & BIOPHYSICAL","10.1021/acs.jpcb.5c05108",""
"2025","238424","11579/219822","""El triunfo glorioso de sí mismo, con la paz del alma"": La Gravette de Mayolas, plagiario de fray Juan de Bonilla","","",""
"2025","238484","11579/219862","The angels and the crowd: business angels’ investment practices and follow-on crowdfunding in entrepreneurial firms","THE JOURNAL OF TECHNOLOGY TRANSFER","10.1007/s10961-025-10289-5",""
"2025","238485","11579/219863","Qual è il territorio dei prodotti tipici? Riflessioni critiche sulla patrimonializzazione del cibo","LA CRITICA SOCIOLOGICA","10.19272/202501202006",""
"2025","238504","11579/219882","Il ruolo dei gruppi di produttori nell’introduzione di nuove regole sul confezionamento sostenibile dei prodotti agroalimentari di qualita’: alcuni spunti di riflessione con particolare riferimento al settore vitivinicolo","RIVISTA DI DIRITTO ALIMENTARE","",""
"2025","238524","11579/219902","Recenti novità normative in materia di “made in” e prodotti tipici","ALIMENTA","",""
"2025","238526","11579/219922","Are you sure? Measuring models bias in content moderation through uncertainty","","10.18653/v1/2025.findings-emnlp.980",""
"2025","238544","11579/219942","voce laicità in La Costituzione aperta a tutti. Lessico del nostro vivere civile","","",""
"2025","238564","11579/219962","Normatività contemporanea. Norme sensoriali e norme speri- 
mentali nel settore alimentare.","ALIMENTA","",""
"2025","238624","11579/220002","A hybrid legislative model for the sex market: policy and fiscal insights","EUROPEAN JOURNAL OF LAW AND ECONOMICS","",""
"2025","238685","11579/220022","Role of JNK3 signaling in acute ischemic stroke cerebroprotection: A systematic review","BIOMÉDECINE & PHARMACOTHÉRAPIE","10.1016/j.biopha.2025.118749",""
"2025","238704","11579/222764","Parental Risk Preferences and Children’s Vaccination Coverage","THE EUROPEAN JOURNAL OF HEALTH ECONOMICS","10.1007/s10198-025-01880-6",""
"2025","238744","11579/220063","Dal governo Brandt alla CEE: l'idea di Europa di Ralf Dahrendorf","TEMPO PRESENTE","",""
"2025","238805","11579/220082","Direct-photon production in inelastic and high-multiplicity proton–proton collisions at sqrt(s) = 13 TeV","PHYSICS LETTERS. SECTION B","10.1016/j.physletb.2025.139645","501100001412 - Council of Scientific and Industrial Research, India; 501100005992 - Ministry of Education and Science; 501100001502 - Department of Atomic Energy, Government of India; 501100004742 - National Academy of Sciences of Ukraine; 501100007029 - State Committee of Science; 501100004192 - National Science and Technology Development Agency; 501100003725 - National Research Foundation of Korea; 501100002338 - Ministry of Education of the People's Republic of China; 501100004281 - Narodowe Centrum Nauki; 501100001501 - University Grants Commission; 501100012441 - Institut National de Physique Nucléaire et de Physique des Particules; 501100015622 - Ministerul Cercetării şi Inovării; 501100000271 - Science and Technology Facilities Council; 501100001691 - Japan Society for the Promotion of Science; 501100003246 - Nederlandse Organisatie voor Wetenschappelijk Onderzoek; 501100003708 - Korea Institute of Science and Technology Information; 501100004063 - Knut och Alice Wallenbergs Stiftelse; 501100004809 - Financiadora de Estudos e Projetos; 501100001409 - Department of Science and Technology, Ministry of Science and Technology, India; 501100003141 - Consejo Nacional de Humanidades, Ciencias y Tecnologías; 501100005416 - Norges Forskningsråd; 100008394 - Natur og Univers, Det Frie Forskningsråd; 501100004794 - Centre National de la Recherche Scientifique; 501100006087 - Dirección General de Asuntos del Personal Académico, Universidad Nacional Autónoma de México; 501100002347 - Bundesministerium für Bildung und Forschung; 501100006489 - Commissariat à l'Énergie Atomique et aux Énergies Alternatives; 501100001732 - Danmarks Grundforskningsfond; 501100003593 - Conselho Nacional de Desenvolvimento Científico e Tecnológico; 501100004352 - Suranaree University of Technology; 501100019929 - Centro de Aplicaciones Tecnológicas y Desarrollo Nuclear; 100020381 - Türkiye Enerji, Nükleer ve Maden Araştırma Kurumu; 100015526 - Ministarstvo znanosti i obrazovanja; 501100011019 - Nemzeti Kutatási Fejlesztési és Innovációs Hivatal; 501100000780 - European Commission; 501100010958 - GSI Helmholtzzentrum für Schwerionenforschung; 100000015 - U.S. Department of Energy; 100023048 - International Council of Shopping Centers; 501100001807 - Fundação de Amparo à Pesquisa do Estado de São Paulo; 501100019278 - Institutul de Fizică Atomică; 501100002855 - Ministry of Science and Technology of the People's Republic of China; 501100003448 - General Secretariat for Research and Innovation; 100031646 - Helsinki Institute of Physics; 501100007709 - Fondo de Cooperación Internacional en Ciencia y Tecnología; 501100004909 - Universidade Federal do Rio Grande do Sul; 501100001822 - Österreichische Akademie der Wissenschaften; 501100007724 - Wuhan University of Technology; 501100003193 - Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky; 501100001321 - National Research Foundation; 100020473 - Badan Riset dan Inovasi Nasional; 501100004569 - Ministerstwo Edukacji i Nauki; 100012470 - CERN; 100006209 - Nuclear Physics; 501100001823 - Ministerstvo Školství, Mládeže a Tělovýchovy; 501100004359 - Vetenskapsrådet; 501100013168 - Istituto Nazionale di Fisica Nucleare; 100010132 - Österreichische Nationalstiftung für Forschung, Technologie und Entwicklung; 501100001700 - Ministry of Education, Culture, Sports, Science and Technology; 501100001809 - National Natural Science Foundation of China; 501100001824 - Grantová Agentura České Republiky; 501100001824 - Grantová Agentura České Republiky; 501100002428 - Austrian Science Fund; 501100002428 - Austrian Science Fund; 501100002341 - Research Council of Finland; 501100002341 - Research Council of Finland; 501100001659 - Deutsche Forschungsgemeinschaft; 501100001659 - Deutsche Forschungsgemeinschaft; 501100000781 - European Research Council; 501100000781 - European Research Council;"
"2025","238806","11579/220083","First measurement of D*s1(1+)(2536)+ and D*s2(2+)(2573)+ production in proton-proton collisions at sqrt(s) = 13 TeV at the LHC","PHYSICAL REVIEW D","10.1103/physrevd.111.112005","501100001412 - Council of Scientific and Industrial Research, India; 501100005992 - Ministry of Education and Science; 501100001502 - Department of Atomic Energy, Government of India; 501100004742 - National Academy of Sciences of Ukraine; 501100007029 - State Committee of Science; 501100004192 - National Science and Technology Development Agency; 501100003725 - National Research Foundation of Korea; 100008398 - Villum Fonden; 501100002338 - Ministry of Education of the People's Republic of China; 501100001501 - University Grants Commission; 501100012441 - Institut National de Physique Nucléaire et de Physique des Particules; 501100015622 - Ministerul Cercetării şi Inovării; 501100000271 - Science and Technology Facilities Council; 501100001691 - Japan Society for the Promotion of Science; 501100003246 - Nederlandse Organisatie voor Wetenschappelijk Onderzoek; 501100003708 - Korea Institute of Science and Technology Information; 501100004063 - Knut och Alice Wallenbergs Stiftelse; 501100004421 - Politechnika Warszawska; 501100004809 - Financiadora de Estudos e Projetos; 501100001409 - Department of Science and Technology, Ministry of Science and Technology, India; 501100003141 - Consejo Nacional de Humanidades, Ciencias y Tecnologías; 501100005416 - Norges Forskningsråd; 100008394 - Natur og Univers, Det Frie Forskningsråd; 501100004794 - Centre National de la Recherche Scientifique; 501100006087 - Dirección General de Asuntos del Personal Académico, Universidad Nacional Autónoma de México; 501100002347 - Bundesministerium für Bildung und Forschung; 501100006489 - Commissariat à l'Énergie Atomique et aux Énergies Alternatives; 501100001732 - Danmarks Grundforskningsfond; 501100003593 - Conselho Nacional de Desenvolvimento Científico e Tecnológico; 501100004352 - Suranaree University of Technology; 501100019929 - Centro de Aplicaciones Tecnológicas y Desarrollo Nuclear; 100020381 - Türkiye Enerji, Nükleer ve Maden Araştırma Kurumu; 100015526 - Ministarstvo znanosti i obrazovanja; 501100011019 - Nemzeti Kutatási Fejlesztési és Innovációs Hivatal; 501100000780 - European Commission; 501100010958 - GSI Helmholtzzentrum für Schwerionenforschung; 100000015 - U.S. Department of Energy; 100023048 - International Council of Shopping Centers; 501100001807 - Fundação de Amparo à Pesquisa do Estado de São Paulo; 501100019278 - Institutul de Fizică Atomică; 501100002855 - Ministry of Science and Technology of the People's Republic of China; 501100003448 - General Secretariat for Research and Innovation; 100031646 - Helsinki Institute of Physics; 501100007709 - Fondo de Cooperación Internacional en Ciencia y Tecnología; 501100004909 - Universidade Federal do Rio Grande do Sul; 501100001822 - Österreichische Akademie der Wissenschaften; 501100007724 - Wuhan University of Technology; 501100003193 - Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky; 501100001321 - National Research Foundation; 100020473 - Badan Riset dan Inovasi Nasional; 501100004569 - Ministerstwo Edukacji i Nauki; 100012470 - CERN; 100006209 - Nuclear Physics; 501100001823 - Ministerstvo Školství, Mládeže a Tělovýchovy; 501100004359 - Vetenskapsrådet; 501100013168 - Istituto Nazionale di Fisica Nucleare; 100010132 - Österreichische Nationalstiftung für Forschung, Technologie und Entwicklung; 501100001700 - Ministry of Education, Culture, Sports, Science and Technology; 501100001809 - National Natural Science Foundation of China; 501100001824 - Grantová Agentura České Republiky; 501100001824 - Grantová Agentura České Republiky; 501100002428 - Austrian Science Fund; 501100002428 - Austrian Science Fund; 501100002341 - Research Council of Finland; 501100002341 - Research Council of Finland; 501100000781 - European Research Council; 501100000781 - European Research Council;"
